customer_id;as_of_date;region_name;age;age_band;marital_status;customer_tenure_months;multi_policy_flag;num_policies;policy_type;renewal_month;current_premium;premium_last_year;premium_change_pct;num_price_increases_last_3y;coverage_amount;premium_to_coverage_ratio;payment_frequency;autopay_enabled;late_payment_count_12m;missed_payment_flag;payment_method_change_flag;num_claims_12m;num_approved_claims_12m;num_rejected_claims_12m;num_pending_claims_12m;avg_claim_amount;total_claim_amount_12m;total_payout_amount_12m;payout_ratio_12m;avg_settlement_time_days;days_since_last_claim;num_contacts_12m;complaint_flag;complaint_resolution_days;quote_requested_flag;coverage_downgrade_flag;churn_flag;churn_type;churn_probability_true;gender;year_of_birth;job;pep_flag;sensitive_flag;policy_number;product_name;product_group;pol_issue_date;pol_expiry_date;pol_termination_date;pol_term_months;final_api;policy_payment_method;policy_status;final_status;churned_segment;index_linking;index_linking_pct;total_withdrawal_amount;premiums_count;total_due_amount;total_paid_amount;paid_count;payment_inconsistency;sum_due_days
37406;2025-12-31;New Valley;82;75+;Single;48;1;3;Life;1;1590.4;1422.45;0.1092;2;285888.98;0.00556301;Monthly;1;0;0;1;0;0;0;0;13541.7;0;0;0.85;15;1385;1;0;0;0;0;0;No churn;0.155344;Female;1943;Lawyer;0;0;100037406;Elite ELI;Single Premium;2021-12-31;2041-12-31;;240;1590.4;Credit Card;Suspend;Not Churned;Not Churned;Linked;5;3607;48;6362;6362;48;0;0
37409;2025-12-31;Port Said;50;45-54;Single;25;0;1;Life;1;1097.49;1074.79;0.0389;2;397883.4;0.00275831;Annual;0;0;0;0;0;0;0;0;4949.51;0;0;0.85;31;494;0;0;0;0;0;0;No churn;0.141097;Male;1975;Cabin Crew;0;0;100037409;Graduation Plus;Graduation;2023-11-30;2028-11-30;;60;1097.49;Premium Notice;In Force;Not Churned;Not Churned;None;;117;3;3292;3292;3;0;0
37412;2025-12-31;Giza;47;45-54;Married;66;0;1;Life;10;1674.47;1534.22;0.0907;2;228356.53;0.00733271;Monthly;0;0;0;0;0;0;0;0;17583.33;0;0;0.85;10;590;1;0;0;0;0;0;No churn;0.255622;Male;1978;Cabin Crew;0;0;100037412;Wedding Star;Wedding;2020-06-30;2030-06-30;;120;1674.47;Premium Notice;In Force;Not Churned;Not Churned;None;;0;66;9210;9210;66;0;0
37414;2025-12-31;Aswan;55;55-64;Married;63;1;2;Home;3;580.33;488.2;0.2074;1;572185.75;0.00101424;Monthly;1;0;0;0;0;0;0;0;13631.15;0;0;0.75;10;592;1;0;0;0;0;0;No churn;0.161962;Male;1970;Tour Guide/Tourism and Culture;0;0;100037414;Elite Plus;Single Premium;2020-09-30;2025-09-30;;60;580.33;ACH;In Force;Not Churned;Not Churned;None;;0;63;3047;3047;63;0;0
37416;2025-12-31;Fayoum;33;25-34;Single;162;1;2;Travel;8;215.87;225.17;0.0092;1;5620.62;0.03840747;Monthly;1;0;0;0;0;0;0;0;4838.19;0;0;0.75;19;1438;0;0;0;0;0;0;No churn;0.044885;Male;1992;Pharmacist;0;0;100037416;Star2 Wedding;Wedding;2012-06-30;2022-06-30;;120;215.87;Credit Card;In Force;Not Churned;Not Churned;None;;226;162;2914;2914;162;0;0
37420;2025-12-31;Red Sea;72;65-74;Married;82;0;1;Home;5;862.43;812.92;0.0915;2;525100.29;0.00164241;Monthly;0;0;0;0;0;0;0;0;16939.68;0;0;0.75;28;480;0;0;0;0;0;0;No churn;0.341677;Male;1953;Businessman;0;0;100037420;Elite;Single Premium;2019-02-28;2024-02-28;;60;862.43;Premium Notice;In Force;Not Churned;Not Churned;None;;0;82;5893;5893;82;0;0
37422;2025-12-31;Giza;51;45-54;Married;53;0;1;Auto;3;1008.18;969.24;0.0171;1;34984;0.02881824;Monthly;0;0;0;0;0;0;0;0;3370.3;0;0;0.75;21;1633;2;1;3;0;0;0;No churn;0.465933;Female;1974;Writer/Composers;0;0;100037422;Dreams_2008;Dreams;2021-07-31;2036-07-31;;180;1008.18;Account Transfer;In Force;Not Churned;Not Churned;Linked;15;0;53;4453;4453;53;0;0
37423;2025-12-31;Sohag;51;45-54;Married;142;0;1;Auto;9;839.39;758.44;0.1275;2;14801.97;0.05670823;Annual;1;0;0;0;0;0;0;0;3467.96;0;0;0.75;16;1619;3;0;0;0;0;1;Price;0.211966;Male;1974;Pilot;0;0;100037423;Star2 Retirement;Retirement;2014-02-28;2024-02-28;2025-03-30;120;839.39;ACH;Lapsed;Lapsed;Churned;None;;0;12;10073;10073;12;0;0
37424;2025-12-31;Alexandria;48;45-54;Single;179;0;1;Life;6;543.63;585.4;	-0.0914;1;311962.77;0.00174261;Monthly;1;0;0;0;0;0;0;0;6016.04;0;0;0.85;17;1508;0;0;0;0;0;0;No churn;0.136618;Female;1977;Marine Officer;0;0;100037424;Star2 Retirement;Retirement;2011-01-31;2031-01-31;;240;543.63;Credit Card;In Force;Not Churned;Not Churned;Linked;15;0;179;8109;8109;179;0;0
37425;2025-12-31;Fayoum;27;25-34;Single;118;0;1;Life;5;995.11;952.04;0.0166;1;367410.26;0.00270844;Annual;0;1;0;0;0;0;0;0;17749.56;0;0;0.85;12;1055;1;0;0;0;0;0;No churn;0.196519;Male;1998;Retired;0;0;100037425;Dreams Star;Dreams;2016-02-29;2021-02-28;;60;995.11;Account Transfer;In Force;Not Churned;Not Churned;Linked;5;43;10;9951;9951;10;1;41
37426;2025-12-31;Fayoum;20;18-24;Married;31;1;3;Health;5;1429.68;1278.3;0.136;1;206775.52;0.00691415;Annual;1;0;0;0;0;0;0;0;7444.23;0;0;0.8;28;1728;1;0;0;1;0;1;Price;0.147299;Female;2005;Driver;0;0;100037426;Dreams_2008;Dreams;2023-05-31;2038-05-31;2025-04-10;180;1429.68;Direct Debit;Lapsed;Lapsed;Churned;None;;0;3;4289;4289;3;0;0
37427;2025-12-31;Beheira;74;65-74;Married;105;0;1;Auto;4;1201.72;1130.14;0.0768;1;17106.07;0.07025119;Monthly;0;0;0;0;1;1;0;0;1889.69;1889.69;1417.27;0.75;23;294;3;0;0;0;0;0;No churn;0.328541;Female;1951;Farmer;0;0;100037427;Protection & Savings - Dreams 10+;Dreams;2017-03-31;2032-03-31;;180;1201.72;Premium Notice;In Force;Not Churned;Not Churned;Linked;5;0;105;10515;10515;105;0;0
37434;2025-12-31;Dakahlia;52;45-54;Single;161;1;4;Life;12;1109.63;1064.28;0.0497;2;45434.49;0.02442274;Monthly;1;0;0;0;0;0;0;0;5266.31;0;0;0.85;24;1813;5;0;0;0;1;0;No churn;0.066169;Male;1973;Carpenter;0;0;100037434;Protection & Savings - Graduation 10+;Graduation;2012-07-31;2022-07-31;;120;1109.63;Direct Debit;In Force;Not Churned;Not Churned;Linked;15;0;161;14888;14888;161;0;0
37436;2025-12-31;Damietta;28;25-34;Married;44;0;1;Life;9;1335.47;1091.31;0.2278;2;525540.07;0.00254114;Monthly;1;3;0;1;0;0;0;0;8682.25;0;0;0.85;32;1753;0;0;0;0;0;1;Price;0.861992;Female;1997;Geologist;1;0;100037436;Graduation Star;Graduation;2022-04-30;2042-04-30;2025-06-08;240;1335.47;Credit Card;Lapsed;Lapsed;Churned;Linked;10;0;44;4897;4897;44;3;78
37439;2025-12-31;New Valley;35;35-44;Married;167;1;3;Health;2;902.67;948.09;	-0.0399;0;114968.41;0.00785147;Annual;1;0;0;0;0;0;0;0;3979.92;0;0;0.8;18;710;1;0;0;0;0;0;No churn;0.019983;Female;1990;Electrician;0;0;100037439;Star2 Graduation;Graduation;2012-01-31;2027-01-31;;180;902.67;Direct Debit;Mature - Death;Not Churned;Not Churned;None;;0;14;12637;12637;14;0;0
37441;2025-12-31;Aswan;33;25-34;Single;7;0;1;Health;3;2084.71;2057.74;0.0296;3;144969.45;0.01438036;Monthly;1;1;0;0;0;0;0;0;12661.17;0;0;0.8;11;1715;0;0;0;0;0;0;No churn;0.453895;Female;1992;Diplomat;0;0;100037441;Elite;Single Premium;2025-05-31;2045-05-31;;240;2084.71;Direct Debit;In Force;Not Churned;Not Churned;None;;0;7;1216;1216;7;1;19
37443;2025-12-31;Port Said;42;35-44;Married;25;0;1;Home;2;960.28;991.33;	-0.0501;1;379452.02;0.00253071;Annual;1;0;0;0;0;0;0;0;11543.81;0;0;0.75;10;1567;0;0;0;0;0;0;No churn;0.103654;Male;1983;Nurse;0;0;100037443;Elite;Single Premium;2023-11-30;2028-11-30;;60;960.28;Credit Card;In Force;Not Churned;Not Churned;None;;0;3;2881;2881;3;0;0
37444;2025-12-31;Luxor;71;65-74;Married;110;0;1;Life;5;638;601.28;0.0246;2;360381.87;0.00177035;Monthly;1;1;0;0;0;0;0;0;7073.99;0;0;0.85;32;1683;1;0;0;0;0;0;No churn;0.321109;Female;1954;Farmer;0;0;100037444;Protection & Savings - Retirement 10+;Retirement;2016-10-31;2031-10-31;;180;638;Credit Card;Mature-Paid;Not Churned;Not Churned;None;;0;110;5848;5848;110;1;25
37446;2025-12-31;Aswan;74;65-74;Married;54;1;4;Health;4;1447.99;1421.87;0.0439;2;86989.23;0.01664565;Monthly;1;1;0;1;0;0;0;0;4506.32;0;0;0.8;24;1511;1;0;0;0;0;0;No churn;0.11625;Female;1951;Teacher;0;0;100037446;Retirement Plus;Retirement;2021-06-30;2036-06-30;;180;1447.99;ACH;In Force;Not Churned;Not Churned;Linked;5;0;54;6516;6516;54;1;45
37448;2025-12-31;Qalyubia;75;75+;Single;112;0;1;Life;3;1286.78;1185.23;0.102;1;129632.74;0.00992634;Monthly;0;0;0;0;0;0;0;0;8997.7;0;0;0.85;19;927;2;0;0;0;0;1;Other;0.383575;Male;1950;Contractor;0;0;100037448;Elite Plus;Single Premium;2016-08-31;2026-08-31;2025-06-10;120;1286.78;Premium Notice;Lapsed;Lapsed;Churned;Linked;10;0;112;12010;12010;112;0;0
37449;2025-12-31;Cairo;37;35-44;Married;7;0;1;Home;5;965.98;853.73;0.1329;2;512872.6;0.00188348;Annual;1;0;0;0;0;0;0;0;4017.31;0;0;0.75;34;1441;0;0;0;0;1;1;Price;0.92238;Male;1988;Photographer;0;0;100037449;Protection & Savings - Wedding;Wedding;2025-05-31;2035-05-31;2025-11-11;120;965.98;Credit Card;Cancelled;Lapsed;Churned;Linked;10;0;1;966;966;1;0;0
37450;2025-12-31;Beheira;24;18-24;Married;4;0;1;Health;5;1363.94;1324.63;0.0314;1;200372.49;0.00680701;Annual;0;0;0;0;0;0;0;0;5291.13;0;0;0.8;24;486;2;0;0;0;0;0;No churn;0.268874;Female;2001;Religion and Clergy;0;0;100037450;Protection & Savings - Retirement 10+;Retirement;2025-08-31;2040-08-31;;180;1363.94;Account Transfer;In Force;Not Churned;Not Churned;None;;0;1;1364;1364;1;0;0
37452;2025-12-31;Ismailia;65;65-74;Married;93;1;2;Auto;10;804.81;846.86;	-0.0903;1;3094.37;0.26008667;Monthly;1;0;0;0;0;0;0;0;3393.02;0;0;0.75;18;474;3;0;0;0;0;0;No churn;0.040516;Male;1960;Professor;0;0;100037452;Star2 Graduation;Graduation;2018-03-31;2023-03-31;;60;804.81;ACH;In Force;Not Churned;Not Churned;Linked;15;0;93;6237;6237;93;0;0
37454;2025-12-31;Matrouh;65;65-74;Married;121;0;1;Health;11;2143.77;1752.66;0.2443;3;204423.08;0.01048695;Monthly;1;0;0;0;0;0;0;0;3705.73;0;0;0.8;26;510;1;0;0;1;0;0;No churn;0.680056;Male;1960;Chemist;0;0;100037454;Star2 Wedding;Wedding;2015-11-30;2020-11-30;;60;2143.77;Direct Debit;In Force;Not Churned;Not Churned;None;;209;121;21616;21616;121;0;0
37455;2025-12-31;Suez;85;75+;Married;28;0;1;Health;5;1652.76;1418.45;0.1642;1;118581.49;0.01393772;Monthly;0;1;0;0;0;0;0;0;3922.6;0;0;0.8;24;1264;1;0;0;0;0;0;No churn;0.748953;Male;1940;Coach/Player/Others;0;0;100037455;Elite Plus;Single Premium;2023-08-31;2033-08-31;;120;1652.76;Premium Notice;In Force;Not Churned;Not Churned;None;;0;28;3856;3856;28;1;17
37463;2025-12-31;North Sinai;24;18-24;Married;4;1;3;Auto;7;1658.12;1461.68;0.1192;1;31991.25;0.05183032;Monthly;0;1;0;0;1;1;0;0;1549.1;1549.1;1161.82;0.75;23;247;1;0;0;0;0;1;Other;0.886549;Male;2001;Engineer-Petroleum;0;0;100037463;Protection & Savings - Dreams 10+;Dreams;2025-08-31;2030-08-31;2025-06-11;60;1658.12;Premium Notice;Cancelled;Lapsed;Churned;None;;995;4;553;553;4;1;24
37464;2025-12-31;Fayoum;25;25-34;Married;111;0;1;Home;7;566.54;549.49;0.0233;1;597534.51;0.00094813;Monthly;0;1;0;0;0;0;0;0;7200.52;0;0;0.75;30;1367;2;0;0;0;0;0;No churn;0.321643;Male;2000;Clerk;0;0;100037464;Protection & Savings - Wedding;Wedding;2016-09-30;2026-09-30;;120;566.54;Premium Notice;In Force;Not Churned;Not Churned;None;;0;111;5240;5240;111;1;16
37466;2025-12-31;Gharbia;78;75+;Married;16;1;3;Health;11;1219.12;1091.57;0.1289;2;165881.96;0.00734932;Monthly;0;0;0;0;0;0;0;0;6102.86;0;0;0.8;15;1267;3;0;0;1;0;1;Price;0.304875;Female;1947;Coach/Player/Others;0;0;100037466;Protection & Savings - Dreams;Dreams;2024-08-31;2039-08-31;2025-08-01;180;1219.12;Premium Notice;Terminated Encashment;Surrender;Churned;None;;0;16;1625;1625;16;0;0
37467;2025-12-31;Red Sea;76;75+;Married;132;0;1;Home;9;646.51;632.5;0.0303;2;343024.13;0.00188472;Annual;1;0;0;0;0;0;0;0;5095.49;0;0;0.75;12;1659;3;0;0;0;1;0;No churn;0.210332;Male;1949;Driver;0;0;100037467;Elite ELI;Single Premium;2014-12-31;2019-12-31;;60;646.51;Direct Debit;In Force;Not Churned;Not Churned;Linked;5;286;11;7112;7112;11;0;0
37469;2025-12-31;Assiut;74;65-74;Married;34;0;1;Home;11;1022.66;1056.55;0.0036;2;523062.63;0.00195515;Monthly;1;1;0;1;0;0;0;0;22154.36;0;0;0.75;25;891;1;0;0;0;0;0;No churn;0.310702;Female;1951;Shopkeepers;0;0;100037469;Star2 Wedding;Wedding;2023-02-28;2043-02-28;;240;1022.66;ACH;In Force;Not Churned;Not Churned;None;;2703;34;2898;2898;34;1;43
37473;2025-12-31;Aswan;47;45-54;Single;78;1;3;Health;7;1833.24;2014.25;	-0.08;1;205427.18;0.00892404;Monthly;0;0;0;0;0;0;0;0;2243.44;0;0;0.8;12;1307;2;0;0;0;0;0;No churn;0.032721;Female;1978;Lawyer;0;0;100037473;Protection & Savings - Dreams 10+;Dreams;2019-06-30;2039-06-30;;240;1833.24;Account Transfer;In Force;Not Churned;Not Churned;None;;0;78;11916;11916;78;0;0
37474;2025-12-31;Luxor;33;25-34;Married;99;0;1;Auto;5;1378.89;1252.45;0.1069;1;29234.26;0.04716699;Monthly;0;2;0;0;0;0;0;0;2053.6;0;0;0.75;13;1308;0;0;0;0;0;0;No churn;0.578848;Female;1992;Diplomat;0;0;100037474;Star2 Wedding;Wedding;2017-09-30;2037-09-30;;240;1378.89;Premium Notice;In Force;Not Churned;Not Churned;Linked;5;0;99;11376;11376;99;2;38
37476;2025-12-31;Sohag;65;65-74;Single;150;1;4;Home;7;738.82;635.09;0.1628;2;757914.75;0.0009748;Annual;0;0;0;1;0;0;0;0;56831.86;0;0;0.75;19;742;2;0;0;1;0;0;No churn;0.124171;Female;1960;Geologist;0;0;100037476;Protection & Savings - Dreams 10+;Dreams;2013-06-30;2028-06-30;;180;738.82;Premium Notice;In Force;Not Churned;Not Churned;Linked;5;0;13;9605;9605;13;0;0
37478;2025-12-31;Aswan;39;35-44;Married;174;0;1;Health;4;1694.89;1694.78;0.0062;2;130961.24;0.01294194;Annual;1;0;0;0;0;0;0;0;2995.95;0;0;0.8;6;1135;2;0;0;1;0;0;No churn;0.12865;Female;1986;Pilot;0;0;100037478;Star2 Wedding;Wedding;2011-06-30;2031-06-30;;240;1694.89;ACH;In Force;Not Churned;Not Churned;None;;4140;15;25423;25423;15;0;0
37479;2025-12-31;Dakahlia;44;35-44;Single;108;0;1;Auto;5;1062.28;1038.03;0.0205;1;26005.3;0.04084861;Monthly;1;1;0;0;0;0;0;0;4695.48;0;0;0.75;27;521;3;0;0;0;0;0;No churn;0.238315;Female;1981;Engineer-Mechanical/Safety;0;0;100037479;Protection & Savings - Wedding 10+;Wedding;2016-12-31;2036-12-31;;240;1062.28;Credit Card;In Force;Not Churned;Not Churned;None;;0;108;9561;9561;108;1;24
37480;2025-12-31;Beni Suef;22;18-24;Married;129;0;1;Health;8;1520.21;1598.83;	-0.0279;1;75237.37;0.02020557;Annual;0;0;0;0;0;0;0;0;4897.68;0;0;0.8;25;397;2;0;0;0;0;0;No churn;0.125157;Male;2003;Mechanic;0;0;100037480;Protection & Savings - Dreams;Dreams;2015-03-31;2025-03-31;;120;1520.21;Account Transfer;In Force;Not Churned;Not Churned;None;;0;11;16722;16722;11;0;0
37482;2025-12-31;Cairo;69;65-74;Single;124;1;3;Home;1;903.71;900.19;0.03;2;581336.83;0.00155454;Monthly;0;0;0;0;0;0;0;0;2957.87;0;0;0.75;24;1536;0;0;0;0;0;0;No churn;0.057262;Male;1956;Religion and Clergy;0;0;100037482;Graduation Star;Graduation;2015-08-31;2025-08-31;;120;903.71;Account Transfer;Mature;Not Churned;Not Churned;None;;0;124;9338;9338;124;0;0
37485;2025-12-31;Alexandria;71;65-74;Married;114;1;2;Home;4;1060.97;971.37;0.1054;2;340000.07;0.0031205;Monthly;1;2;0;0;0;0;0;0;4509.75;0;0;0.75;28;941;0;0;0;0;0;1;Other;0.248943;Female;1954;Doctor;0;0;100037485;Star2 Graduation;Graduation;2016-06-30;2036-06-30;2025-07-20;240;1060.97;Direct Debit;Cancelled;Lapsed;Churned;None;;0;114;10079;10079;114;2;40
37492;2025-12-31;Alexandria;80;75+;Single;136;0;1;Life;7;1498.37;1685.22;	-0.0917;1;394192.08;0.00380111;Monthly;1;0;0;0;0;0;0;0;10849.38;0;0;0.85;9;699;3;0;0;0;0;1;Other;0.238175;Female;1945;Captain-Fishing Boat;0;0;100037492;Elite ELI;Single Premium;2014-08-31;2034-08-31;2025-05-15;240;1498.37;Direct Debit;Lapsed;Lapsed;Churned;None;;4244;136;16982;16982;136;0;0
37497;2025-12-31;Qalyubia;39;35-44;Married;95;1;4;Auto;1;809.62;823.05;	-0.0198;1;34193.76;0.02367743;Monthly;1;2;0;0;0;0;0;0;8093.18;0;0;0.75;16;1567;1;0;0;0;1;0;No churn;0.111002;Female;1986;Student;0;0;100037497;Elite ELI;Single Premium;2018-01-31;2038-01-31;;240;809.62;ACH;In Force;Not Churned;Not Churned;Linked;5;2246;95;6409;6409;95;2;88
37498;2025-12-31;Fayoum;25;25-34;Married;140;0;1;Travel;12;143.37;132.92;0.0628;2;14287.11;0.01003503;Annual;1;1;0;0;0;0;0;0;1890.42;0;0;0.75;1;1331;0;0;0;0;0;0;No churn;0.275562;Male;2000;Electrician;0;0;100037498;Non Standard;Non Standard;2014-04-30;2019-04-30;;60;143.37;Direct Debit;In Force;Not Churned;Not Churned;Linked;10;0;12;1720;1720;12;1;23
37502;2025-12-31;North Sinai;40;35-44;Married;3;0;1;Life;6;1156.7;1145.56;	-0.0241;2;648717.71;0.00178306;Monthly;1;2;0;0;0;0;0;0;1300.16;0;0;0.85;31;900;2;0;0;0;0;0;No churn;0.478136;Male;1985;Student;0;0;100037502;Graduation Star;Graduation;2025-09-30;2035-09-30;;120;1156.7;ACH;In Force;Not Churned;Not Churned;Linked;10;0;3;289;289;3;2;88
37503;2025-12-31;Cairo;28;25-34;Single;153;0;1;Health;6;1429.66;1331.2;0.0873;2;112429.08;0.01271613;Monthly;1;0;0;0;0;0;0;0;5660.65;0;0;0.8;5;1304;2;0;0;0;0;0;No churn;0.316669;Female;1997;Cabin Crew;0;0;100037503;Protection & Savings - Graduation;Graduation;2013-03-31;2028-03-31;;180;1429.66;Direct Debit;In Force;Not Churned;Not Churned;Linked;10;0;153;18228;18228;153;0;0
37505;2025-12-31;Luxor;41;35-44;Single;10;1;3;Home;5;1082.67;1081.06;0.0217;3;442043.42;0.00244924;Annual;0;0;0;0;0;0;0;0;15210.89;0;0;0.75;14;1500;3;0;0;0;0;0;No churn;0.040497;Male;1984;Writer/Composers;0;0;100037505;Retirement Plus;Retirement;2025-02-28;2035-02-28;;120;1082.67;Account Transfer;In Force;Not Churned;Not Churned;None;;0;1;1083;1083;1;0;0
37506;2025-12-31;Fayoum;80;75+;Married;12;0;1;Auto;5;1126.11;1113.7;0.0298;2;32649.97;0.0344904;Monthly;1;2;0;0;0;0;0;0;5342.82;0;0;0.75;1;1761;3;0;0;0;0;0;No churn;0.656099;Male;1945;Housewife;0;0;100037506;Star2 Retirement;Retirement;2024-12-31;2029-12-31;;60;1126.11;Credit Card;In Force;Not Churned;Not Churned;None;;0;12;1126;1126;12;2;54
37507;2025-12-31;South Sinai;25;25-34;Married;176;0;1;Home;4;710.48;614.07;0.14;3;504299.58;0.00140885;Annual;1;0;0;1;0;0;0;0;6949.21;0;0;0.75;30;1801;0;0;0;0;0;0;No churn;0.300946;Female;2000;Teacher;0;0;100037507;Retirement_2000;Retirement;2011-04-30;2031-04-30;;240;710.48;ACH;In Force;Not Churned;Not Churned;None;;0;15;10657;10657;15;0;0
37508;2025-12-31;Sharqia;19;18-24;Married;89;0;1;Auto;10;957.92;973.63;	-0.0285;1;24370.43;0.03930652;Monthly;1;0;0;0;0;0;0;0;1961.23;0;0;0.75;17;1803;0;0;0;0;0;0;No churn;0.213803;Female;2006;Marine Officer;0;0;100037508;Star2 Retirement;Retirement;2018-07-31;2038-07-31;;240;957.92;Credit Card;In Force;Not Churned;Not Churned;None;;0;89;7105;7105;89;0;0
37509;2025-12-31;New Valley;80;75+;Single;165;1;3;Health;1;1401.91;1506.87;	-0.0695;0;108549.06;0.01291498;Monthly;0;0;0;0;0;0;0;0;1326.04;0;0;0.8;16;765;1;0;0;0;0;0;No churn;0.062814;Male;1945;Traders;0;0;100037509;Dreams_2008;Dreams;2012-03-31;2017-03-31;;60;1401.91;Account Transfer;In Force;Not Churned;Not Churned;None;;0;165;19276;19276;165;0;0
37513;2025-12-31;Damietta;39;35-44;Married;83;0;1;Life;11;1247.4;1091.87;0.144;2;322529.04;0.00386756;Monthly;1;1;0;0;0;0;0;0;8823.88;0;0;0.85;14;1367;0;0;0;0;0;1;Price;0.470288;Male;1986;Architect;0;0;100037513;Retirement Plus;Retirement;2019-01-31;2024-01-31;2025-06-30;60;1247.4;Direct Debit;Terminated Encashment;Surrender;Churned;None;;156;83;8628;8628;83;1;12
37514;2025-12-31;Qalyubia;50;45-54;Single;63;1;2;Home;3;624.41;600.2;0.0166;2;519348.85;0.00120229;Monthly;1;0;0;0;0;0;0;0;9395.14;0;0;0.75;12;869;1;0;0;0;0;0;No churn;0.038168;Female;1975;Traders;0;0;100037514;Retirement Star;Retirement;2020-09-30;2040-09-30;;240;624.41;ACH;In Force;Not Churned;Not Churned;None;;0;63;3278;3278;63;0;0
37519;2025-12-31;Ismailia;33;25-34;Married;95;1;2;Auto;2;588.43;532.66;0.1036;2;19617.46;0.02999533;Monthly;1;0;0;0;0;0;0;0;3311.3;0;0;0.75;23;598;3;0;0;0;0;0;No churn;0.09479;Male;1992;Engineer-Petroleum;0;0;100037519;Retirement_2000;Retirement;2018-01-31;2023-01-31;;60;588.43;Credit Card;In Force;Not Churned;Not Churned;Linked;15;0;95;4658;4658;95;0;0
37520;2025-12-31;Fayoum;33;25-34;Single;59;0;1;Auto;9;878.89;850.63;0.0646;3;41232.43;0.02131558;Monthly;0;2;0;0;0;0;0;0;15173.42;0;0;0.75;21;1479;0;0;0;0;0;1;Other;0.492301;Male;1992;Security/Guard;0;0;100037520;Graduation_2000;Graduation;2021-01-31;2031-01-31;2025-07-12;120;878.89;Account Transfer;Cancelled;Lapsed;Churned;None;;0;59;4321;4321;59;2;84
37521;2025-12-31;New Valley;26;25-34;Single;67;0;1;Auto;4;1159.49;1132.26;0.0536;2;30286.07;0.03828448;Annual;1;2;0;0;0;0;0;0;3964.17;0;0;0.75;10;1645;2;0;0;0;0;0;No churn;0.36289;Female;1999;Technician;0;0;100037521;Star2 Retirement;Retirement;2020-05-31;2040-05-31;;240;1159.49;ACH;In Force;Not Churned;Not Churned;Linked;15;0;6;6957;6957;6;2;92
37522;2025-12-31;Matrouh;53;45-54;Single;1;0;1;Health;8;1347.58;1279.94;0.0279;2;207734.26;0.00648703;Monthly;1;4;1;0;0;0;0;0;7166.89;0;0;0.8;35;1625;7;0;0;0;0;0;No churn;0.92367;Male;1972;Carpenter;0;0;100037522;Elite Plus;Single Premium;2025-11-30;2030-11-30;;60;1347.58;Direct Debit;Suspend;Not Churned;Not Churned;Linked;10;0;1;112;0;0;6;150
37524;2025-12-31;Beni Suef;19;18-24;Single;29;0;1;Health;9;1997.31;1998.6;	-0.0153;1;132192.8;0.01510905;Monthly;0;2;0;0;0;0;0;0;6289.99;0;0;0.8;26;669;2;0;0;0;0;0;No churn;0.465716;Female;2006;Police Officer;0;0;100037524;Star2 Retirement;Retirement;2023-07-31;2038-07-31;;180;1997.31;Account Transfer;Mature;Not Churned;Not Churned;None;;0;29;4827;4827;29;2;74
37526;2025-12-31;Fayoum;68;65-74;Married;148;0;1;Life;6;1154.65;1180.64;	-0.0595;1;344822.71;0.00334853;Monthly;1;0;0;1;0;0;0;0;6565.31;0;0;0.85;19;1177;3;0;0;0;0;0;No churn;0.17473;Male;1957;Engineer-Mechanical/Safety;0;0;100037526;Dreams Star;Dreams;2013-08-31;2018-08-31;;60;1154.65;Credit Card;In Force;Not Churned;Not Churned;Linked;5;574;148;14241;14241;148;0;0
37528;2025-12-31;Minya;38;35-44;Married;89;0;1;Life;10;1125.52;1096.32;0.0188;3;297796.61;0.00377948;Monthly;1;2;0;0;0;0;0;0;14399.89;0;0;0.85;23;1183;1;0;0;0;0;0;No churn;0.343725;Male;1987;Other Manual Work;0;0;100037528;Retirement Star;Retirement;2018-07-31;2023-07-31;;60;1125.52;Credit Card;Claimed;Not Churned;Not Churned;Linked;15;0;89;8348;8348;89;2;68
37531;2025-12-31;Matrouh;19;18-24;Single;54;0;1;Home;8;1000.64;1012.22;	-0.0255;2;403341.96;0.00248087;Annual;1;0;0;0;0;0;0;0;8691.66;0;0;0.75;28;1453;0;0;0;1;0;0;No churn;0.191212;Male;2006;Vetinarian;0;0;100037531;Retirement_2000;Retirement;2021-06-30;2026-06-30;;60;1000.64;ACH;In Force;Not Churned;Not Churned;None;;0;5;5003;5003;5;0;0
37532;2025-12-31;Minya;53;45-54;Married;36;0;1;Health;5;1116.37;1031.53;0.0797;3;163997.64;0.00680721;Monthly;1;3;0;0;0;0;0;0;3903.18;0;0;0.8;8;1369;1;0;0;1;0;1;Other;0.691252;Male;1972;Secretary;0;0;100037532;Protection & Savings - Dreams 10+;Dreams;2022-12-31;2027-12-31;2025-03-23;60;1116.37;ACH;Terminated Encashment;Surrender;Churned;Linked;5;209;36;3349;3349;36;3;126
37533;2025-12-31;Matrouh;45;45-54;Married;50;0;1;Life;12;971.82;935.81;0.0326;1;448271.85;0.00216792;Monthly;0;2;0;0;0;0;0;0;12375.64;0;0;0.85;13;1473;4;0;0;0;0;0;No churn;0.365099;Female;1980;Professor;0;0;100037533;Dreams Plus;Dreams;2021-10-31;2041-10-31;;240;971.82;Account Transfer;In Force;Not Churned;Not Churned;Linked;10;0;50;4049;4049;50;2;78
