id;customer_id;policy_number;benefit_description;loading_value;benefit_sum_insured
9952;19797;100019797;ELI_C;0;20400
9953;19798;100019798;ELI;0;32900
9954;19799;100019799;ADI;0;3800
9955;19801;100019801;ADI;0;2900
9956;19803;100019803;ADI_S;0;158600
9957;19807;100019807;ADI;0;286600
9958;19808;100019808;WOT;0;12600
9959;19809;100019809;WTD;0;196000
9960;19811;100019811;CII;0;266800
9961;19815;100019815;WOD;0;10600
9962;19816;100019816;ELI;0;332700
9963;19819;100019819;GDB;0;10300
9964;19824;100019824;FIB;0;432300
9965;19826;100019826;FIB;0;232300
9966;19830;100019830;WOT;0;210000
9967;19834;100019834;AI;0;144500
9968;19835;100019835;ADI;0;18900
9969;19836;100019836;FIB;0;162200
9970;19837;100019837;CII;0;476900
9971;19838;100019838;ELI_P;0;281300
9972;19839;100019839;ELI;0;70600
9973;19842;100019842;WOT;50;57300
9974;19843;100019843;GTPDB;50;15900
9975;19844;100019844;CII;0;23000
9976;19845;100019845;TPD;0;21500
9977;19846;100019846;TPD;0;197400
9978;19847;100019847;GDB;25;98000
9979;19849;100019849;ADI;0;316200
9980;19852;100019852;ELI_C;0;13200
9981;19854;100019854;GCIIB;25;10000
9982;19855;100019855;FSI;0;8400
9983;19857;100019857;ELI_P;0;16200
9984;19907;100019907;GTPDB;100;270900
9985;19862;100019862;WOT;25;85800
9986;19863;100019863;ELI;0;4800
9987;19868;100019868;ELI_C;0;139600
9988;19870;100019870;GCIIB;25;216100
9989;19873;100019873;FSI;0;10400
9990;19874;100019874;GCIIB;0;194300
9991;19875;100019875;ELI_C;0;24100
9992;19876;100019876;WTD;50;125400
9993;19877;100019877;EFB;0;357000
9994;19878;100019878;ELI_P;0;93600
9995;19880;100019880;ELI_P;0;210900
9996;19884;100019884;FSI;0;7700
9997;19888;100019888;WOT;0;61500
9998;19889;100019889;GTPDB;100;94200
9999;19890;100019890;GDB;50;6300
10000;19893;100019893;FSI;0;14300
10001;19894;100019894;ELI_P;0;6900
10002;19895;100019895;ELI_P;75;105100
10003;19898;100019898;GDB;0;178300
10004;19900;100019900;AI;75;187900
10005;19909;100019909;ELI;0;33400
10006;19913;100019913;ELI_C;0;34800
10007;19916;100019916;CII;0;7800
10008;19917;100019917;GDB;0;136800
10009;19919;100019919;TPD;0;166900
10010;19922;100019922;EFB;0;366300
10011;19924;100019924;ELI_P;0;4400
10012;19926;100019926;TPD;0;14900
10013;19927;100019927;FIB;0;345900
10014;19930;100019930;FSI;0;383600
10015;20441;100020441;GCIIB;0;128200
10016;19933;100019933;WOD;0;424900
10017;19938;100019938;AI;0;631900
10018;19939;100019939;WTD;0;112300
10019;19941;100019941;ELI_C;0;261700
10020;19943;100019943;WOD;0;12700
10021;19946;100019946;ELI_P;0;17400
10022;19947;100019947;ADI_S;0;79500
10023;19951;100019951;FSI;0;17000
10024;19952;100019952;ADI_S;0;70200
10025;19955;100019955;GDB;0;24400
10026;19956;100019956;AI;0;99700
10027;19957;100019957;GCIIB;0;333000
10028;19958;100019958;AI;100;113100
10029;19959;100019959;ELI;0;139600
10030;19961;100019961;FSI;0;17700
10031;19963;100019963;ELI;0;84200
10032;19965;100019965;ELI_C;0;24900
10033;19968;100019968;ADI_S;0;145600
10034;19969;100019969;ADI_S;0;271700
10035;19971;100019971;GTPDB;0;63800
10036;19972;100019972;FIB;0;50400
10037;19974;100019974;WOT;0;17600
10038;19977;100019977;GCIIB;0;11900
10039;19979;100019979;ELI;0;70800
10040;19983;100019983;CII;0;200100
10041;19985;100019985;ADI_S;0;402300
10042;19986;100019986;GDB;0;174500
10043;19988;100019988;WOT;0;126400
10044;19989;100019989;WOT;0;317800
10045;19992;100019992;CII;0;202900
10046;19993;100019993;WOT;0;14500
10047;19995;100019995;WOT;25;33400
10048;19999;100019999;WOD;0;185400
10049;20000;100020000;FSI;25;20700
10050;20003;100020003;WOT;0;96900
10051;20004;100020004;WOD;0;49500
10052;20005;100020005;AI;0;26100
10053;20007;100020007;GDB;0;28000
10054;20011;100020011;ELI;0;391100
10055;20012;100020012;CII;0;47600
10056;20013;100020013;ELI_C;0;21500
10057;20015;100020015;ELI_C;0;235700
10058;20017;100020017;ELI_C;0;135300
10059;20018;100020018;FIB;75;118300
10060;20019;100020019;AI;0;7600
10061;20021;100020021;ELI_C;25;311900
10062;20022;100020022;AI;0;12900
10063;20025;100020025;FSI;0;10400
10064;20029;100020029;GTPDB;0;21900
10065;20033;100020033;ELI;0;7600
10066;20035;100020035;CII;0;7300
10067;20036;100020036;GCIIB;0;20200
10068;20038;100020038;ELI;0;138800
10069;20044;100020044;FIB;0;7000
10070;20045;100020045;CII;0;15500
10071;20046;100020046;ELI_C;0;238300
10072;20047;100020047;FIB;0;203700
10073;21084;100021084;ELI_P;0;10900
10074;20048;100020048;WTD;0;310300
10075;20050;100020050;ADI;0;8800
10076;20053;100020053;ELI;0;26900
10077;20054;100020054;AI;0;181700
10078;20057;100020057;GTPDB;0;15400
10079;20058;100020058;WOD;0;33600
10080;20060;100020060;ADI;0;19800
10081;20061;100020061;ELI_P;0;579800
10082;20062;100020062;WOT;0;67700
10083;20065;100020065;ELI;0;6500
10084;20067;100020067;ELI;0;106300
10085;20069;100020069;WOT;0;647700
10086;20073;100020073;FSI;0;378400
10087;20075;100020075;ADI_S;0;512300
10088;20077;100020077;GDB;0;7600
10089;20078;100020078;WOD;0;13800
10090;20080;100020080;WOD;0;245400
10091;20083;100020083;TPD;0;159800
10092;20085;100020085;FSI;0;375600
10093;20086;100020086;GDB;0;68300
10094;20087;100020087;ELI_P;0;195600
10095;20090;100020090;WTD;75;10100
10096;20092;100020092;CII;0;267100
10097;20093;100020093;ADI_S;0;224000
10098;20096;100020096;ADI;0;289300
10099;20097;100020097;ADI;0;143100
10100;20099;100020099;WTD;0;488300
10101;20100;100020100;FSI;0;69200
10102;20103;100020103;ELI_C;0;419700
10103;20104;100020104;GDB;0;23300
10104;20105;100020105;GDB;0;131100
10105;20108;100020108;ADI;0;6300
10106;20113;100020113;CII;0;302500
10107;20116;100020116;FIB;0;37500
10108;20117;100020117;GDB;0;7600
10109;20119;100020119;ELI_P;0;450100
10110;20121;100020121;ADI_S;0;8800
10111;20123;100020123;TPD;0;94900
10112;20125;100020125;WOT;0;5900
10113;20129;100020129;GDB;75;149400
10114;20134;100020134;ELI;0;166000
10115;20140;100020140;ADI_S;0;54400
10116;20141;100020141;WOD;0;176500
10117;20142;100020142;ELI_P;0;130200
10118;20144;100020144;GTPDB;0;9700
10119;20145;100020145;ADI_S;0;121600
10120;20146;100020146;WTD;0;16400
10121;20151;100020151;CII;0;156300
10122;20152;100020152;WOD;0;3800
10123;20161;100020161;FSI;0;62700
10124;20162;100020162;WOD;50;345100
10125;20164;100020164;TPD;0;11500
10126;20166;100020166;ELI_P;25;143600
10127;20167;100020167;ADI;0;26200
10128;20168;100020168;FSI;0;172100
10129;20169;100020169;TPD;100;11200
10130;20171;100020171;ELI_C;0;310800
10131;20174;100020174;WTD;0;437700
10132;20175;100020175;GDB;0;65600
10133;20178;100020178;FIB;0;8600
10134;20184;100020184;EFB;0;23900
10135;20192;100020192;TPD;0;131600
10136;20196;100020196;ELI;0;535100
10137;20198;100020198;GDB;0;14100
10138;20199;100020199;GCIIB;0;10500
10139;20201;100020201;GCIIB;0;105400
10140;20203;100020203;EFB;0;114600
10141;20206;100020206;ELI_P;25;4500
10142;20207;100020207;CII;0;20200
10143;20211;100020211;ELI_P;0;232800
10144;20212;100020212;CII;0;380200
10145;20213;100020213;ADI;0;180800
10146;20214;100020214;ADI_S;0;46100
10147;20215;100020215;GTPDB;50;296700
10148;20218;100020218;GTPDB;0;15500
10149;20220;100020220;GTPDB;0;232900
10150;20221;100020221;ELI_P;75;13300
10151;20222;100020222;GCIIB;25;454300
10152;20223;100020223;AI;0;112200
10153;20224;100020224;WOT;0;294200
10154;20225;100020225;WOD;25;86900
10155;20234;100020234;ELI_C;0;29900
10156;20236;100020236;ADI;0;146900
10157;20237;100020237;WOT;0;10500
10158;20239;100020239;CII;0;126200
10159;20242;100020242;FIB;0;320100
10160;20243;100020243;GTPDB;0;13000
10161;20244;100020244;GDB;0;10600
10162;20245;100020245;ADI;0;7800
10163;20251;100020251;ELI;0;14200
10164;20252;100020252;WOD;0;90100
10165;20253;100020253;ELI_C;50;98600
10166;20259;100020259;CII;0;20900
10167;20261;100020261;WOD;50;4400
10168;20262;100020262;WOD;0;33800
10169;20263;100020263;WOD;0;14900
10170;20264;100020264;WOD;75;9800
10171;20265;100020265;ADI_S;0;257200
10172;20266;100020266;GTPDB;0;124500
10173;20267;100020267;ADI;0;46000
10174;20269;100020269;FSI;0;93600
10175;20270;100020270;FSI;0;7000
10176;20271;100020271;AI;0;84800
10177;20275;100020275;CII;0;64800
10178;20277;100020277;WOT;0;20500
10179;20278;100020278;FIB;0;9500
10180;20279;100020279;ELI;0;118000
10181;20281;100020281;ELI_C;0;158200
10182;20283;100020283;GCIIB;0;207200
10183;20285;100020285;TPD;0;186500
10184;20286;100020286;AI;0;176800
10185;20288;100020288;GDB;75;88100
10186;20290;100020290;WOT;25;114200
10187;20292;100020292;ELI_C;0;170700
10188;20294;100020294;ELI;0;355100
10189;20295;100020295;ELI;0;461500
10190;20297;100020297;FIB;0;427700
10191;20301;100020301;EFB;0;41600
10192;20305;100020305;GCIIB;0;55800
10193;20309;100020309;GCIIB;0;304000
10194;20310;100020310;ELI_P;0;398900
10195;20315;100020315;AI;0;7600
10196;20316;100020316;ELI;0;101900
10197;20318;100020318;ELI;0;94600
10198;20320;100020320;ADI_S;0;39300
10199;20321;100020321;ELI_P;0;24100
10200;20323;100020323;ADI;0;138400
10201;20324;100020324;TPD;0;599600
10202;20326;100020326;ELI;75;4700
10203;20328;100020328;GDB;0;160500
10204;20329;100020329;FIB;0;9100
10205;20330;100020330;ELI_C;0;545600
10206;20331;100020331;EFB;0;246700
10207;20333;100020333;ELI;0;53600
10208;20340;100020340;GDB;0;108600
10209;20342;100020342;FSI;0;348600
10210;20348;100020348;ELI;50;364100
10211;20350;100020350;TPD;25;24100
10212;20352;100020352;GDB;0;67500
10213;20353;100020353;FIB;0;143900
10214;20354;100020354;GTPDB;0;102100
10215;20356;100020356;TPD;0;156500
10216;20357;100020357;AI;25;143000
10217;20358;100020358;WOD;50;106000
10218;20359;100020359;GCIIB;25;273500
10219;20362;100020362;EFB;0;15300
10220;20363;100020363;WOT;0;170100
10221;20367;100020367;ELI;0;347700
10222;20368;100020368;FSI;0;160600
10223;20369;100020369;CII;50;11300
10224;20371;100020371;ELI_P;0;48800
10225;20372;100020372;FSI;0;89900
10226;20373;100020373;CII;0;11100
10227;20374;100020374;WOD;0;90700
10228;20377;100020377;WOT;0;107200
10229;20378;100020378;ELI;0;74300
10230;20380;100020380;WOT;0;45800
10231;20381;100020381;FSI;0;359800
10232;20382;100020382;ELI;0;267000
10233;20385;100020385;TPD;0;12300
10234;20387;100020387;GTPDB;0;24700
10235;20389;100020389;CII;0;14500
10236;20390;100020390;CII;0;8200
10237;20391;100020391;AI;100;88900
10238;20392;100020392;CII;75;68500
10239;20394;100020394;WOD;0;14900
10240;20395;100020395;GTPDB;0;302200
10241;20399;100020399;FIB;0;96700
10242;20401;100020401;WOT;0;3400
10243;20402;100020402;GDB;0;19300
10244;20405;100020405;ELI_P;0;20000
10245;20406;100020406;WOT;0;67500
10246;20411;100020411;FIB;0;507700
10247;20412;100020412;TPD;0;57900
10248;20413;100020413;ELI_P;0;16900
10249;20418;100020418;GDB;0;256600
10250;20419;100020419;GTPDB;0;402800
10251;20420;100020420;FSI;0;16200
10252;20421;100020421;ADI;0;112600
10253;20426;100020426;GCIIB;0;7000
10254;20427;100020427;CII;0;422000
10255;20431;100020431;ELI_P;50;147000
10256;20432;100020432;GTPDB;0;13700
10257;20433;100020433;ELI;0;39000
10258;22781;100022781;WOT;0;5800
10259;20434;100020434;GCIIB;0;197600
10260;20436;100020436;GDB;0;21400
10261;20437;100020437;FSI;0;6800
10262;20438;100020438;TPD;0;149100
10263;20439;100020439;ELI_P;0;143700
10264;20440;100020440;ELI;75;197100
10265;20443;100020443;AI;0;22400
10266;20444;100020444;ELI_P;0;273100
10267;20445;100020445;WOT;0;13700
10268;20447;100020447;ELI_C;0;551400
10269;20451;100020451;GCIIB;75;301700
10270;20452;100020452;ADI_S;0;22900
10271;20453;100020453;FSI;0;7500
10272;20455;100020455;TPD;0;80900
10273;20456;100020456;ELI_C;0;321000
10274;20457;100020457;WOT;0;55500
10275;20462;100020462;TPD;0;200300
10276;20466;100020466;GTPDB;0;202600
10277;20467;100020467;WOT;75;53000
10278;20468;100020468;CII;0;31500
10279;20469;100020469;AI;0;289100
10280;20470;100020470;WOD;0;305700
10281;20471;100020471;WOT;0;8800
10282;20474;100020474;WTD;0;120400
10283;20475;100020475;WOT;0;13300
10284;20477;100020477;FIB;0;188100
10285;20480;100020480;ADI_S;0;557900
10286;20486;100020486;FSI;0;253700
10287;20488;100020488;ELI;0;11300
10288;20489;100020489;GDB;0;41600
10289;20490;100020490;GDB;0;424600
10290;20493;100020493;WOT;0;16800
10291;20495;100020495;GDB;0;189600
10292;20496;100020496;ADI_S;0;152500
10293;20500;100020500;ELI_P;0;10600
10294;20501;100020501;ELI;0;137400
10295;20503;100020503;ELI_P;0;14600
10296;23082;100023082;CII;0;530400
10297;20505;100020505;AI;0;186600
10298;20506;100020506;GTPDB;0;23900
10299;20507;100020507;ADI;0;3400
10300;20510;100020510;GDB;0;269800
10301;20511;100020511;WOD;100;160100
10302;20513;100020513;ELI;0;382000
10303;20514;100020514;WTD;0;30300
10304;20517;100020517;EFB;0;5400
10305;20518;100020518;ELI_P;0;147800
10306;20519;100020519;GCIIB;0;538700
10307;20523;100020523;ELI_P;0;410100
10308;20524;100020524;GTPDB;100;5100
10309;20526;100020526;GTPDB;0;100000
10310;20529;100020529;ADI;0;7300
10311;20535;100020535;ELI_C;0;480600
10312;20536;100020536;GDB;0;255900
10313;20537;100020537;CII;0;150700
10314;20539;100020539;ELI_C;0;258000
10315;20543;100020543;WOT;0;162700
10316;20544;100020544;ELI;0;24500
10317;20548;100020548;ELI_P;0;93900
10318;20549;100020549;AI;0;136400
10319;20551;100020551;GDB;0;141600
10320;20552;100020552;TPD;0;16600
10321;20554;100020554;ELI;0;8000
10322;20556;100020556;ELI_C;0;21300
10323;20558;100020558;ELI_C;0;176100
10324;20560;100020560;ELI_C;0;368300
10325;20561;100020561;CII;0;249800
10326;20563;100020563;CII;0;9800
10327;20564;100020564;WOD;0;101800
10328;20565;100020565;ELI;0;13600
10329;20567;100020567;FIB;0;297900
10330;20568;100020568;TPD;0;161700
10331;20571;100020571;ADI;0;60000
10332;20574;100020574;GDB;0;24700
10333;20576;100020576;GCIIB;0;27400
10334;20577;100020577;ADI_S;0;244900
10335;20578;100020578;FSI;0;582200
10336;20579;100020579;ELI_P;0;5800
10337;20584;100020584;WOT;0;267000
10338;20585;100020585;TPD;25;15000
10339;20586;100020586;ADI;50;17700
10340;20587;100020587;FIB;0;10800
10341;20589;100020589;GCIIB;0;170800
10342;20590;100020590;WOT;0;24300
10343;20591;100020591;CII;0;251800
10344;20598;100020598;ADI;0;117500
10345;20602;100020602;GDB;0;10100
10346;20603;100020603;GCIIB;75;88500
10347;20604;100020604;TPD;0;9000
10348;20606;100020606;GTPDB;0;134300
10349;20612;100020612;WOT;0;14800
10350;20613;100020613;GCIIB;0;73200
10351;20614;100020614;FSI;0;205100
10352;20617;100020617;WOT;0;12400
10353;20618;100020618;WTD;0;88000
10354;20622;100020622;ELI;0;24600
10355;20623;100020623;ELI_P;0;147900
10356;20625;100020625;WOD;75;28700
10357;20627;100020627;WOD;0;16400
10358;20628;100020628;WOD;0;94300
10359;20630;100020630;GDB;0;20400
10360;20632;100020632;GCIIB;0;12700
10361;20636;100020636;WTD;0;16200
10362;20643;100020643;ELI_C;0;152500
10363;20644;100020644;ELI_C;0;12300
10364;20647;100020647;WTD;0;4600
10365;20648;100020648;TPD;0;141800
10366;20649;100020649;ADI_S;0;13200
10367;20650;100020650;AI;0;242700
10368;20653;100020653;ELI;0;11700
10369;20656;100020656;GTPDB;0;147700
10370;20659;100020659;GCIIB;0;180200
10371;20660;100020660;EFB;0;6000
10372;20662;100020662;EFB;0;279600
10373;20665;100020665;FIB;0;111600
10374;20669;100020669;TPD;0;248300
10375;20671;100020671;CII;0;11100
10376;20674;100020674;ELI;0;59600
10377;20677;100020677;WOT;0;123300
10378;20680;100020680;CII;0;10500
10379;20681;100020681;ADI;0;17600
10380;20684;100020684;TPD;0;14300
10381;20685;100020685;TPD;0;47300
10382;20686;100020686;ELI_P;0;8100
10383;20687;100020687;GTPDB;0;366300
10384;20688;100020688;GTPDB;0;108800
10385;20690;100020690;WOD;0;16000
10386;20691;100020691;GDB;0;294400
10387;20692;100020692;TPD;0;245900
10388;20693;100020693;WOT;0;390600
10389;20699;100020699;ELI;0;132200
10390;20702;100020702;WOD;0;13300
10391;20704;100020704;CII;0;200400
10392;20706;100020706;ELI_P;0;411800
10393;20708;100020708;TPD;0;512000
10394;20710;100020710;ADI;0;91000
10395;20715;100020715;ADI;0;11400
10396;20716;100020716;ELI_C;0;25600
10397;20719;100020719;GDB;75;68900
10398;23989;100023989;WOT;0;178200
10399;20720;100020720;GCIIB;100;18300
10400;20723;100020723;TPD;0;4500
10401;20725;100020725;TPD;0;10800
10402;20727;100020727;ADI;0;281300
10403;20728;100020728;GTPDB;0;16800
10404;20729;100020729;EFB;0;10200
10405;20734;100020734;WTD;0;232600
10406;20737;100020737;AI;0;5400
10407;20738;100020738;ADI;0;283200
10408;20741;100020741;WTD;0;347700
10409;20742;100020742;CII;0;373000
10410;20744;100020744;GDB;0;17500
10411;20745;100020745;ELI_P;0;142500
10412;20746;100020746;WTD;0;11600
10413;20750;100020750;GTPDB;0;9300
10414;20751;100020751;AI;0;383700
10415;20752;100020752;FIB;0;13300
10416;20758;100020758;ELI_C;100;20000
10417;20759;100020759;TPD;0;190500
10418;20760;100020760;WOD;0;293000
10419;20762;100020762;WTD;0;187400
10420;20763;100020763;ELI;0;244700
10421;20765;100020765;GTPDB;0;317900
10422;20767;100020767;GCIIB;0;148700
10423;20768;100020768;WOD;0;416800
10424;20771;100020771;GCIIB;0;9000
10425;20772;100020772;EFB;0;380600
10426;20773;100020773;EFB;0;77300
10427;20775;100020775;FSI;0;164100
10428;20776;100020776;ADI;0;19200
10429;20777;100020777;ADI_S;0;2000
10430;20778;100020778;GTPDB;0;10300
10431;20779;100020779;WOT;0;250900
10432;20780;100020780;GCIIB;0;8100
10433;20781;100020781;CII;0;346500
10434;20784;100020784;WOT;0;10200
10435;20788;100020788;CII;0;94700
10436;20790;100020790;ELI;0;14800
10437;20791;100020791;ADI;0;350800
10438;20905;100020905;ADI_S;0;112000
10439;20792;100020792;CII;0;164200
10440;20793;100020793;GTPDB;0;16800
10441;20794;100020794;ADI;50;12000
10442;20800;100020800;ADI_S;0;25200
10443;20802;100020802;GCIIB;0;94800
10444;20803;100020803;GDB;0;21500
10445;20806;100020806;WOT;0;17000
10446;20808;100020808;GTPDB;0;273700
10447;20809;100020809;AI;50;25300
10448;20810;100020810;ADI;0;9700
10449;20812;100020812;FSI;0;167300
10450;20814;100020814;WTD;0;590700
10451;20815;100020815;ADI;0;192100
10452;20817;100020817;WOT;0;17900
10453;20818;100020818;WTD;0;148700
10454;20819;100020819;AI;0;440100
10455;20827;100020827;ELI_P;0;155200
10456;20829;100020829;GCIIB;0;15700
10457;20830;100020830;FIB;0;169000
10458;20831;100020831;WOD;0;588200
10459;20832;100020832;GTPDB;0;315800
10460;20833;100020833;ELI_P;0;18100
10461;20834;100020834;ELI_P;50;91700
10462;20837;100020837;ADI_S;0;64500
10463;20839;100020839;ELI_P;0;141400
10464;20841;100020841;GCIIB;0;19900
10465;20844;100020844;GTPDB;0;16200
10466;20845;100020845;WOD;0;40900
10467;20849;100020849;ADI_S;0;63500
10468;20850;100020850;CII;0;86700
10469;20851;100020851;WTD;0;297200
10470;20853;100020853;ADI;0;173100
10471;20856;100020856;WOD;0;93900
10472;20859;100020859;WOD;0;119500
10473;20860;100020860;GTPDB;0;128200
10474;20862;100020862;ELI_P;25;41200
10475;20864;100020864;ADI_S;0;22900
10476;20865;100020865;ELI;0;369700
10477;20866;100020866;GTPDB;0;133000
10478;20867;100020867;GCIIB;0;148200
10479;20869;100020869;WOD;0;18400
10480;20872;100020872;WTD;0;51400
10481;20873;100020873;ADI;0;28900
10482;20874;100020874;ELI_C;0;112500
10483;20875;100020875;TPD;0;1600
10484;20876;100020876;GDB;0;170300
10485;20877;100020877;GTPDB;0;290400
10486;20879;100020879;WOT;0;18200
10487;20880;100020880;GTPDB;75;176200
10488;20881;100020881;ELI_P;0;112200
10489;20884;100020884;ADI;0;354100
10490;20885;100020885;TPD;25;18400
10491;20887;100020887;TPD;0;9200
10492;23879;100023879;ELI;0;10200
10493;20888;100020888;GTPDB;0;11200
10494;20889;100020889;ELI_P;0;378500
10495;20890;100020890;FIB;0;19500
10496;20891;100020891;WOD;0;222100
10497;20892;100020892;EFB;0;7600
10498;20893;100020893;EFB;0;95500
10499;20894;100020894;ADI;0;113200
10500;20895;100020895;FSI;0;20300
10501;20896;100020896;CII;0;391100
10502;20898;100020898;GTPDB;0;243500
10503;20902;100020902;ADI;0;33600
10504;20903;100020903;AI;0;471300
10505;20906;100020906;ELI_C;0;40900
10506;20908;100020908;ADI_S;0;18600
10507;20910;100020910;WOT;0;428200
10508;20912;100020912;EFB;0;7600
10509;20913;100020913;ADI_S;0;161000
10510;20914;100020914;WOD;0;234700
10511;20917;100020917;ADI_S;0;10500
10512;20920;100020920;GTPDB;0;16700
10513;20923;100020923;GTPDB;0;375800
10514;20925;100020925;GTPDB;0;127200
10515;20927;100020927;AI;0;195800
10516;20928;100020928;WOD;0;18000
10517;20931;100020931;ADI_S;0;15900
10518;20932;100020932;ELI;0;41700
10519;20935;100020935;FSI;0;338800
10520;20938;100020938;AI;0;179400
10521;20940;100020940;WOD;0;256600
10522;20943;100020943;WOD;0;632900
10523;20946;100020946;WTD;0;288600
10524;20948;100020948;ADI_S;0;7000
10525;20949;100020949;AI;0;214800
10526;20950;100020950;GDB;0;92700
10527;20954;100020954;ADI;0;82100
10528;20960;100020960;FSI;25;14600
10529;20962;100020962;ELI_P;0;277500
10530;20965;100020965;GCIIB;0;169900
10531;20966;100020966;WTD;0;203500
10532;20968;100020968;ELI_C;0;22800
10533;20970;100020970;GTPDB;0;77900
10534;20971;100020971;GCIIB;0;11600
10535;20972;100020972;CII;0;349700
10536;20973;100020973;ELI_C;0;2900
10537;20974;100020974;ELI_P;0;228700
10538;20976;100020976;WOD;0;13500
10539;20980;100020980;ELI_P;0;353600
10540;20981;100020981;CII;0;26700
10541;20983;100020983;CII;0;83100
10542;20984;100020984;TPD;0;236000
10543;20991;100020991;ELI_C;0;30100
10544;20992;100020992;ADI;0;85600
10545;20997;100020997;ELI_P;0;8000
10546;21003;100021003;ELI_P;0;5800
10547;21045;100021045;ADI_S;75;82400
10548;21005;100021005;TPD;0;161200
10549;21007;100021007;EFB;0;8100
10550;21011;100021011;WOT;0;78900
10551;21013;100021013;GDB;0;54800
10552;21014;100021014;WOT;0;16600
10553;21015;100021015;WOD;0;13800
10554;21016;100021016;GTPDB;0;271000
10555;21017;100021017;WOD;0;193300
10556;21018;100021018;ADI;0;22600
10557;21020;100021020;WTD;0;184800
10558;21021;100021021;AI;0;231200
10559;21022;100021022;TPD;0;166800
10560;21023;100021023;CII;0;15000
10561;21025;100021025;GTPDB;0;3700
10562;21026;100021026;GTPDB;0;18300
10563;21028;100021028;GDB;0;123700
10564;21032;100021032;FIB;0;422700
10565;21034;100021034;ADI;0;357600
10566;21040;100021040;GCIIB;75;24800
10567;21041;100021041;CII;100;116500
10568;21042;100021042;FSI;0;302300
10569;21044;100021044;FSI;0;67500
10570;21955;100021955;WTD;25;196000
10571;21047;100021047;ELI_C;0;5300
10572;21048;100021048;ADI_S;0;347300
10573;21051;100021051;EFB;0;332500
10574;21052;100021052;ADI;100;16200
10575;21053;100021053;AI;0;201300
10576;21060;100021060;WTD;0;14400
10577;21066;100021066;AI;0;341000
10578;21068;100021068;CII;0;291800
10579;21070;100021070;ELI_C;0;342700
10580;21073;100021073;FIB;0;10800
10581;21074;100021074;ELI_P;0;124500
10582;21075;100021075;ELI_P;0;139300
10583;21076;100021076;ADI;0;21800
10584;21077;100021077;ELI_P;0;86800
10585;21079;100021079;FIB;0;17900
10586;21080;100021080;ELI_P;0;254000
10587;21081;100021081;TPD;0;296200
10588;21082;100021082;FIB;75;20600
10589;21083;100021083;ADI_S;0;294900
10590;21086;100021086;ELI_C;0;19900
10591;21090;100021090;WOD;0;20800
10592;21091;100021091;WOT;0;26900
10593;21094;100021094;ELI_C;0;10000
10594;21095;100021095;TPD;0;99600
10595;21096;100021096;WOT;0;340200
10596;21097;100021097;ELI;0;204600
10597;21098;100021098;GCIIB;25;477900
10598;21100;100021100;WOD;50;16900
10599;21104;100021104;ELI;0;13100
10600;21105;100021105;ADI_S;100;28500
10601;21106;100021106;ADI;0;254600
10602;21108;100021108;ELI_C;0;51600
10603;21111;100021111;GDB;0;6400
10604;21113;100021113;WOD;0;25200
10605;21115;100021115;ELI_C;100;13200
10606;21117;100021117;FSI;0;133100
10607;21118;100021118;ELI_C;0;11200
10608;21119;100021119;GDB;0;124400
10609;21122;100021122;ADI_S;0;13400
10610;21123;100021123;ADI;0;17200
10611;21125;100021125;GDB;0;13100
10612;21129;100021129;AI;0;64100
10613;21130;100021130;FSI;0;233500
10614;21131;100021131;CII;0;100300
10615;21132;100021132;TPD;0;9400
10616;21134;100021134;ELI_P;100;196800
10617;21142;100021142;CII;0;391300
10618;21146;100021146;FSI;0;132300
10619;21148;100021148;ELI;0;8300
10620;21150;100021150;AI;0;17800
10621;21151;100021151;EFB;25;50900
10622;21153;100021153;GDB;0;75700
10623;21154;100021154;WTD;0;11900
10624;21157;100021157;FSI;0;10800
10625;21160;100021160;ADI;0;80700
10626;21163;100021163;FIB;0;394300
10627;21164;100021164;WOD;0;289100
10628;21165;100021165;ELI_C;0;191100
10629;21166;100021166;CII;0;91200
10630;21167;100021167;ELI;0;135600
10631;21169;100021169;EFB;100;88000
10632;21170;100021170;WTD;50;114600
10633;21171;100021171;ELI_P;0;10800
10634;21172;100021172;GCIIB;100;168500
10635;21175;100021175;AI;0;25300
10636;21176;100021176;CII;0;148800
10637;21178;100021178;WTD;0;48200
10638;21179;100021179;WOT;0;303200
10639;21180;100021180;ELI_P;0;67000
10640;21181;100021181;ADI_S;0;176500
10641;21183;100021183;WOT;0;301100
10642;21187;100021187;ELI_P;0;340600
10643;21189;100021189;FSI;0;203900
10644;21190;100021190;GCIIB;0;65800
10645;21191;100021191;ELI_P;0;17700
10646;21192;100021192;WTD;75;143700
10647;21193;100021193;TPD;0;258900
10648;21194;100021194;FSI;0;72400
10649;21195;100021195;ELI;50;26500
10650;21197;100021197;WTD;0;11500
10651;21202;100021202;ELI;0;112600
10652;21203;100021203;WOT;0;153300
10653;21204;100021204;ADI_S;0;190500
10654;21207;100021207;FIB;0;7000
10655;21210;100021210;WOD;0;90500
10656;21216;100021216;AI;25;16200
10657;21217;100021217;TPD;0;9300
10658;21219;100021219;GTPDB;0;16200
10659;21220;100021220;ELI;0;19900
10660;21221;100021221;ELI_C;0;496900
10661;21224;100021224;WTD;0;229800
10662;21225;100021225;EFB;0;333000
10663;21226;100021226;GDB;0;24900
10664;21228;100021228;EFB;0;18300
10665;21230;100021230;CII;0;176200
10666;24226;100024226;WOD;0;16700
10667;21233;100021233;GCIIB;0;119500
