id;customer_id;policy_number;from_fund;from_movement_value;to_fund;to_movement_value;switch_factor;authorised_date
1990;414;100000414;Al Safwa;2578;Money Market;2578;50;2025-06-30
1991;438;100000438;USD AXA9;502;USD AXA9;502;100;2025-12-25
1992;452;100000452;Al Safwa;1933;Conservative;1933;50;2025-11-30
1993;508;100000508;Growth;3970;EGX30 ETF;3970;25;2025-01-26
1994;534;100000534;Al Safwa;1938;Al Safwa;1938;50;2025-10-08
1995;547;100000547;Sama;1748;EGX30 ETF;1748;25;2025-10-22
1996;551;100000551;Active;3235;USD Growth Saver;3235;100;2024-06-12
1997;561;100000561;Dollar Saver;2499;Growth;2499;75;2025-11-27
1998;584;100000584;USD Growth Saver;757;Sama;757;100;2024-04-28
1999;594;100000594;Equities;1163;Secure;1163;100;2024-11-05
2000;654;100000654;EGP AXA10;1715;Sama;1715;100;2025-01-20
2001;671;100000671;USD AXA9;1282;USD Growth Saver;1282;75;2025-11-09
2002;693;100000693;EGX30 ETF;1884;Gold;1884;25;2024-07-18
2003;694;100000694;Dollar Saver;4038;Gold;4038;75;2024-11-01
2004;717;100000717;Secure;2366;Money Market;2366;25;2024-06-03
2005;736;100000736;EGP AXA10;2278;Al Safwa;2278;25;2024-06-23
2006;754;100000754;EGX30 ETF;1985;Active;1985;25;2024-10-14
2007;762;100000762;EGP AXA10;2298;USD Growth Saver;2298;100;2025-04-19
2008;805;100000805;Al Safwa;3715;USD AXA9;3715;75;2025-06-22
2009;871;100000871;Dollar Saver;2126;Secure;2126;50;2025-04-14
2010;881;100000881;USD AXA9;5242;Active;5242;25;2024-09-23
2011;899;100000899;Gold;2041;EGP AXA10;2041;100;2024-02-10
2012;907;100000907;USD AXA9;1000;USD AXA9;1000;100;2025-02-22
2013;913;100000913;Sama;1721;Secure;1721;25;2025-01-13
2014;953;100000953;Sama;5596;Money Market;5596;25;2024-08-07
2015;974;100000974;Growth;1084;Gold;1084;100;2025-08-21
2016;1059;100001059;EGP AXA10;743;Money Market;743;100;2024-11-02
2017;1062;100001062;EGP AXA10;3140;Gold;3140;25;2025-07-06
2018;1094;100001094;Diversified;3018;Sama;3018;25;2025-07-15
2019;1135;100001135;EGP AXA10;1741;Growth;1741;75;2025-08-12
2020;1179;100001179;Active;3520;USD Growth Saver;3520;25;2024-08-16
2021;1203;100001203;Money Market;2190;Active;2190;25;2024-06-22
2022;1232;100001232;Gold;512;Growth;512;50;2024-05-08
2023;1242;100001242;Equities;2949;Gold;2949;75;2024-11-22
2024;1250;100001250;Money Market;646;Sama;646;75;2024-05-23
2025;1253;100001253;USD AXA9;1958;Equities;1958;50;2025-12-06
2026;1264;100001264;Al Safwa;835;Diversified;835;75;2024-06-13
2027;1284;100001284;USD Growth Saver;2416;Growth;2416;75;2025-12-27
2028;1301;100001301;Dollar Saver;1107;Active;1107;25;2024-06-30
2029;1320;100001320;Conservative;1087;Dollar Saver;1087;50;2025-02-07
2030;1330;100001330;Secure;424;Growth;424;50;2025-04-12
2031;1359;100001359;Gold;1921;Growth;1921;25;2025-11-10
2032;1365;100001365;EGX30 ETF;2768;Dollar Saver;2768;50;2025-01-02
2033;1366;100001366;EGX30 ETF;3702;USD AXA9;3702;25;2025-12-11
2034;1384;100001384;EGX30 ETF;5000;EGX30 ETF;5000;25;2025-10-26
2035;1396;100001396;Growth;1814;Money Market;1814;100;2024-10-21
2036;1402;100001402;Dollar Saver;528;Secure;528;75;2024-06-09
2037;1453;100001453;Dollar Saver;1268;Al Safwa;1268;25;2025-10-21
2038;1461;100001461;Al Safwa;574;Money Market;574;100;2025-03-02
2039;1465;100001465;Active;5660;USD AXA9;5660;75;2024-06-28
2040;1478;100001478;Equities;3011;USD AXA9;3011;25;2024-07-28
2041;1491;100001491;Secure;1357;Conservative;1357;100;2024-04-27
2042;1558;100001558;EGP AXA10;335;Conservative;335;50;2024-05-18
2043;1582;100001582;Growth;1380;Growth;1380;50;2025-10-16
2044;1642;100001642;Conservative;1630;Equities;1630;100;2024-09-18
2045;1651;100001651;Secure;253;Equities;253;50;2024-06-03
2046;1656;100001656;Diversified;2201;Dollar Saver;2201;25;2024-05-28
2047;1685;100001685;Conservative;339;Sama;339;75;2024-03-07
2048;1692;100001692;Growth;1392;Conservative;1392;50;2025-04-25
2049;1706;100001706;Equities;1930;Money Market;1930;25;2024-11-02
2050;1781;100001781;Conservative;3524;Al Safwa;3524;75;2025-11-23
2051;1787;100001787;EGP AXA10;1846;Gold;1846;25;2024-07-05
2052;1790;100001790;Growth;1666;Gold;1666;100;2025-12-02
2053;1791;100001791;Diversified;3931;Growth;3931;50;2025-03-28
2054;1798;100001798;USD Growth Saver;1352;Dollar Saver;1352;25;2024-05-10
2055;1799;100001799;Money Market;1494;Secure;1494;100;2024-06-11
2056;1809;100001809;Growth;1945;Dollar Saver;1945;75;2025-08-16
2057;1874;100001874;EGP AXA10;412;EGX30 ETF;412;100;2024-02-27
2058;1883;100001883;Al Safwa;7268;Active;7268;50;2024-07-08
2059;1894;100001894;Al Safwa;3897;Dollar Saver;3897;50;2025-06-14
2060;1937;100001937;Sama;1132;Gold;1132;75;2024-06-13
2061;1944;100001944;Equities;1153;Dollar Saver;1153;50;2025-07-15
2062;1986;100001986;Sama;1554;Money Market;1554;25;2024-06-15
2063;2033;100002033;Equities;1253;Active;1253;100;2025-07-26
2064;2035;100002035;Equities;795;Conservative;795;25;2025-03-23
2065;2103;100002103;Dollar Saver;2644;USD Growth Saver;2644;75;2025-06-23
2066;2150;100002150;Equities;906;Secure;906;75;2024-06-18
2067;2157;100002157;Diversified;1054;Diversified;1054;50;2024-08-17
2068;2175;100002175;Sama;2998;Equities;2998;50;2025-05-15
2069;2193;100002193;Al Safwa;2388;Sama;2388;100;2025-12-13
2070;2228;100002228;Diversified;1097;Gold;1097;75;2024-10-10
2071;2256;100002256;USD AXA9;2253;Equities;2253;25;2024-07-21
2072;2278;100002278;USD AXA9;547;USD AXA9;547;75;2024-08-01
2073;2288;100002288;USD AXA9;2047;USD Growth Saver;2047;100;2025-08-03
2074;2774;100002774;USD AXA9;1563;USD AXA9;1563;100;2024-11-29
2075;2338;100002338;Secure;2359;Money Market;2359;75;2024-08-03
2076;2367;100002367;Active;1781;Dollar Saver;1781;100;2024-03-01
2077;2425;100002425;USD Growth Saver;2223;USD Growth Saver;2223;50;2025-10-31
2078;2430;100002430;Secure;4445;Conservative;4445;100;2025-12-24
2079;2437;100002437;Conservative;656;EGX30 ETF;656;100;2024-06-15
2080;2493;100002493;USD Growth Saver;1768;Secure;1768;75;2024-09-10
2081;2516;100002516;Active;2019;Al Safwa;2019;50;2025-11-15
2082;2554;100002554;Diversified;1278;Sama;1278;25;2024-07-11
2083;2567;100002567;Sama;2249;Al Safwa;2249;25;2025-06-15
2084;2593;100002593;Secure;1597;USD AXA9;1597;75;2024-04-01
2085;2633;100002633;Active;1430;Money Market;1430;50;2025-02-08
2086;2651;100002651;Sama;2034;Money Market;2034;25;2024-09-25
2087;2683;100002683;Growth;1034;USD AXA9;1034;75;2025-11-28
2088;2700;100002700;Sama;1522;Conservative;1522;50;2025-01-28
2089;2770;100002770;EGX30 ETF;4450;Sama;4450;25;2025-11-26
2090;2806;100002806;Diversified;1623;Sama;1623;25;2025-01-31
2091;2853;100002853;Diversified;2331;Conservative;2331;25;2025-01-06
2092;2861;100002861;USD Growth Saver;262;Dollar Saver;262;100;2024-08-08
2093;2867;100002867;Diversified;1273;EGX30 ETF;1273;50;2025-04-29
2094;2910;100002910;Equities;2184;Sama;2184;75;2024-06-23
2095;2955;100002955;Equities;590;EGP AXA10;590;100;2024-09-15
2096;2981;100002981;Diversified;584;Money Market;584;100;2024-06-22
2097;3048;100003048;Growth;1081;Gold;1081;75;2025-06-11
2098;3065;100003065;EGP AXA10;1678;USD AXA9;1678;75;2024-04-30
2099;3069;100003069;Al Safwa;1170;USD AXA9;1170;100;2024-04-19
2100;3078;100003078;Al Safwa;3025;Sama;3025;25;2025-08-13
2101;3080;100003080;Dollar Saver;414;EGP AXA10;414;50;2024-06-12
2102;3090;100003090;Sama;1738;Sama;1738;100;2024-09-08
2103;3093;100003093;Secure;567;Al Safwa;567;100;2024-08-20
2104;3111;100003111;Conservative;1965;USD AXA9;1965;25;2024-04-08
2105;3123;100003123;USD Growth Saver;1760;EGP AXA10;1760;75;2025-02-01
2106;3199;100003199;Gold;1348;Dollar Saver;1348;50;2025-07-01
2107;3227;100003227;EGX30 ETF;3340;Secure;3340;50;2025-08-04
2108;3240;100003240;Gold;3285;Growth;3285;100;2025-10-26
2109;3242;100003242;EGP AXA10;4485;Equities;4485;100;2024-07-03
2110;3245;100003245;USD Growth Saver;2642;Growth;2642;75;2024-10-23
2111;3283;100003283;Money Market;1534;Secure;1534;75;2025-10-14
2112;3286;100003286;USD Growth Saver;1060;Sama;1060;75;2025-07-19
2113;3296;100003296;EGX30 ETF;2782;Sama;2782;100;2024-11-01
2114;3297;100003297;Secure;2478;Growth;2478;100;2024-11-16
2115;3329;100003329;Active;1618;Dollar Saver;1618;25;2025-12-26
2116;3344;100003344;EGP AXA10;1919;Al Safwa;1919;75;2024-12-24
2117;3374;100003374;USD Growth Saver;2503;Active;2503;100;2025-07-20
2118;3394;100003394;Al Safwa;2091;Active;2091;25;2025-09-20
2119;3399;100003399;Gold;1100;EGP AXA10;1100;75;2025-01-03
2120;3408;100003408;Dollar Saver;2616;Sama;2616;100;2024-10-03
2121;3422;100003422;Money Market;1748;Secure;1748;100;2025-12-07
2122;3459;100003459;Secure;4348;Active;4348;50;2025-06-15
2123;3475;100003475;Growth;4694;Secure;4694;50;2024-04-18
2124;3533;100003533;Growth;4740;Sama;4740;75;2025-08-02
2125;3536;100003536;Sama;1335;USD AXA9;1335;50;2025-05-20
2126;3560;100003560;EGX30 ETF;1885;Sama;1885;100;2025-01-14
2127;3572;100003572;Growth;851;Equities;851;25;2024-02-09
2128;3605;100003605;Active;4822;USD AXA9;4822;75;2025-09-11
2129;3615;100003615;Active;2998;Sama;2998;50;2025-02-03
2130;3624;100003624;Secure;1322;Equities;1322;50;2024-07-13
2131;3670;100003670;Active;3178;Gold;3178;50;2025-09-07
2132;3695;100003695;Diversified;1329;Secure;1329;25;2025-05-29
2133;3725;100003725;Secure;444;USD AXA9;444;50;2025-07-25
2134;3737;100003737;Gold;1585;USD Growth Saver;1585;100;2025-07-23
2135;3763;100003763;Active;1771;Equities;1771;100;2024-06-27
2136;3769;100003769;EGP AXA10;2404;Sama;2404;50;2024-03-10
2137;3825;100003825;Conservative;63;Gold;63;75;2025-11-02
2138;3928;100003928;Conservative;2292;Growth;2292;25;2024-10-29
2139;3856;100003856;USD Growth Saver;2415;Gold;2415;25;2024-03-01
2140;3870;100003870;Gold;1373;Money Market;1373;100;2024-08-12
2141;3926;100003926;Al Safwa;2738;Sama;2738;75;2024-04-04
2142;3942;100003942;EGP AXA10;1581;Sama;1581;25;2024-12-25
2143;3986;100003986;EGX30 ETF;4629;Growth;4629;75;2024-07-02
2144;3992;100003992;Gold;2407;Sama;2407;50;2024-03-24
2145;4056;100004056;Gold;1888;Growth;1888;25;2024-03-08
2146;4097;100004097;EGX30 ETF;430;Active;430;25;2024-08-22
2147;4101;100004101;Active;1534;Diversified;1534;100;2024-07-17
2148;4274;100004274;Conservative;1258;Dollar Saver;1258;100;2024-03-28
2149;4276;100004276;Conservative;588;Secure;588;25;2025-10-21
2150;4277;100004277;Secure;2392;Dollar Saver;2392;50;2025-10-17
2151;4292;100004292;USD AXA9;1527;Diversified;1527;25;2024-03-14
2152;4335;100004335;EGP AXA10;1850;Sama;1850;100;2025-03-11
2153;8598;100008598;Equities;218;USD Growth Saver;218;100;2024-08-01
2154;4357;100004357;USD Growth Saver;1411;Equities;1411;75;2024-11-03
2155;4389;100004389;Gold;3297;EGX30 ETF;3297;75;2025-10-12
2156;4430;100004430;EGP AXA10;4502;Conservative;4502;100;2025-11-10
2157;4453;100004453;USD Growth Saver;1593;Growth;1593;50;2024-12-22
2158;4473;100004473;USD Growth Saver;1014;Active;1014;50;2025-10-21
2159;4529;100004529;Money Market;1547;Dollar Saver;1547;75;2025-05-19
2160;4537;100004537;Active;1566;USD AXA9;1566;75;2024-08-17
2161;4556;100004556;Al Safwa;926;Conservative;926;50;2025-01-30
2162;4567;100004567;Money Market;862;Secure;862;25;2025-09-27
2163;4689;100004689;Conservative;844;EGP AXA10;844;25;2025-01-25
2164;4625;100004625;Al Safwa;3215;Gold;3215;75;2024-09-06
2165;4670;100004670;Sama;938;EGX30 ETF;938;75;2025-07-13
2166;4681;100004681;Sama;1203;Sama;1203;50;2025-12-15
2167;4697;100004697;Equities;2160;Dollar Saver;2160;100;2025-03-31
2168;4755;100004755;EGX30 ETF;217;Equities;217;100;2024-07-29
2169;4782;100004782;USD Growth Saver;850;EGX30 ETF;850;50;2024-03-02
2170;4815;100004815;EGP AXA10;3047;Al Safwa;3047;75;2025-10-06
2171;4824;100004824;USD AXA9;1549;Equities;1549;50;2025-11-06
2172;4841;100004841;Diversified;586;USD Growth Saver;586;100;2024-06-02
2173;4851;100004851;Equities;837;Growth;837;100;2024-07-26
2174;4862;100004862;EGX30 ETF;1086;Dollar Saver;1086;100;2025-09-25
2175;4866;100004866;Al Safwa;1246;Conservative;1246;100;2025-10-23
2176;4935;100004935;Money Market;560;Money Market;560;25;2024-07-05
2177;4940;100004940;Diversified;645;Gold;645;25;2024-10-19
2178;4964;100004964;Money Market;335;Equities;335;100;2025-06-28
2179;5004;100005004;Diversified;582;Secure;582;100;2025-06-21
2180;5009;100005009;Growth;2189;USD Growth Saver;2189;100;2024-10-30
2181;5010;100005010;USD AXA9;2626;EGX30 ETF;2626;100;2024-06-15
2182;5040;100005040;Conservative;917;Conservative;917;25;2025-12-19
2183;5064;100005064;Money Market;1489;Al Safwa;1489;100;2024-02-05
2184;5073;100005073;Conservative;4727;Al Safwa;4727;25;2025-04-09
2185;5104;100005104;EGX30 ETF;1354;Conservative;1354;100;2024-06-17
2186;5108;100005108;Al Safwa;2539;Money Market;2539;50;2025-02-08
2187;5163;100005163;EGX30 ETF;5033;Al Safwa;5033;50;2025-01-25
2188;5182;100005182;Secure;878;EGP AXA10;878;100;2025-02-28
2189;5184;100005184;Conservative;3580;Active;3580;75;2025-02-21
2190;5187;100005187;EGX30 ETF;1431;Sama;1431;50;2024-08-19
2191;5201;100005201;Equities;1759;Secure;1759;50;2024-09-13
2192;5304;100005304;Dollar Saver;559;Al Safwa;559;100;2025-04-07
2193;5381;100005381;Conservative;2140;Gold;2140;25;2024-07-28
2194;5386;100005386;USD Growth Saver;2774;Secure;2774;100;2025-03-17
2195;5401;100005401;Gold;1379;Gold;1379;50;2025-02-25
2196;5404;100005404;Growth;3082;Diversified;3082;100;2025-11-09
2197;5446;100005446;Sama;1666;Growth;1666;25;2025-11-22
2198;5447;100005447;Growth;2406;Gold;2406;75;2025-07-26
2199;5457;100005457;Sama;1947;USD Growth Saver;1947;75;2024-05-03
2200;5488;100005488;EGX30 ETF;1516;EGX30 ETF;1516;100;2025-11-28
2201;5499;100005499;USD AXA9;701;Conservative;701;75;2024-12-01
2202;5589;100005589;Gold;3672;Growth;3672;25;2024-03-06
2203;5602;100005602;EGX30 ETF;1841;EGP AXA10;1841;100;2025-03-21
2204;5641;100005641;Conservative;2516;Al Safwa;2516;50;2024-12-17
2205;5658;100005658;Dollar Saver;804;EGX30 ETF;804;25;2025-06-29
2206;5660;100005660;Secure;1931;Diversified;1931;100;2025-09-20
2207;5661;100005661;USD AXA9;904;Conservative;904;25;2025-02-22
2208;5724;100005724;Dollar Saver;1380;USD AXA9;1380;100;2024-10-26
2209;5758;100005758;Gold;2647;Equities;2647;50;2024-04-10
2210;5776;100005776;Al Safwa;2869;Gold;2869;50;2025-04-12
2211;5819;100005819;USD Growth Saver;1855;USD AXA9;1855;50;2025-06-03
2212;5825;100005825;EGP AXA10;2265;Al Safwa;2265;50;2024-10-16
2213;5879;100005879;Diversified;1420;Al Safwa;1420;75;2024-06-21
2214;5930;100005930;Conservative;2540;Sama;2540;50;2025-10-10
2215;5942;100005942;Money Market;1308;EGX30 ETF;1308;100;2025-03-25
2216;5999;100005999;Growth;1197;Money Market;1197;75;2024-10-24
2217;6033;100006033;Diversified;1690;Al Safwa;1690;100;2024-05-05
2218;6076;100006076;Secure;4130;EGX30 ETF;4130;50;2025-06-15
2219;6098;100006098;Equities;633;USD Growth Saver;633;75;2024-08-01
2220;6122;100006122;USD Growth Saver;975;Equities;975;100;2024-04-18
2221;6198;100006198;Gold;3263;Sama;3263;100;2025-11-26
2222;6210;100006210;USD Growth Saver;3910;Growth;3910;50;2024-02-18
2223;6215;100006215;Gold;649;Conservative;649;50;2024-07-16
2224;6221;100006221;EGX30 ETF;1684;Growth;1684;100;2024-10-30
2225;6235;100006235;USD Growth Saver;442;Conservative;442;100;2024-10-25
2226;6243;100006243;EGP AXA10;5604;Growth;5604;75;2024-05-20
2227;6244;100006244;Growth;3537;Secure;3537;75;2025-08-10
2228;6274;100006274;USD AXA9;2491;Secure;2491;100;2025-01-03
2229;6284;100006284;Dollar Saver;736;Conservative;736;25;2025-05-23
2230;6301;100006301;EGX30 ETF;4105;EGP AXA10;4105;100;2024-05-14
2231;6320;100006320;Equities;3987;EGX30 ETF;3987;50;2025-02-07
2232;6338;100006338;EGX30 ETF;1394;Sama;1394;100;2024-07-19
2233;6353;100006353;EGX30 ETF;4014;Secure;4014;50;2024-07-04
2234;6356;100006356;Al Safwa;112;Dollar Saver;112;25;2025-10-05
2235;6377;100006377;Diversified;2486;Secure;2486;75;2025-07-12
2236;6398;100006398;USD Growth Saver;2295;USD AXA9;2295;100;2025-01-13
2237;6429;100006429;Money Market;429;Gold;429;25;2025-10-09
2238;6473;100006473;Equities;658;Al Safwa;658;25;2024-12-09
2239;6500;100006500;Equities;3178;Secure;3178;50;2024-10-17
2240;6506;100006506;Conservative;1799;Sama;1799;25;2024-05-18
2241;6531;100006531;Gold;2639;Gold;2639;100;2024-08-04
2242;6578;100006578;Secure;1890;Diversified;1890;25;2025-05-07
2243;6588;100006588;Dollar Saver;1051;Money Market;1051;50;2024-08-05
2244;6606;100006606;Equities;3712;Al Safwa;3712;100;2025-03-18
2245;6618;100006618;Sama;1842;Diversified;1842;25;2025-01-02
2246;6632;100006632;Conservative;1293;EGP AXA10;1293;50;2024-12-09
2247;6693;100006693;Growth;1892;Secure;1892;25;2025-03-23
2248;6711;100006711;USD AXA9;1151;Al Safwa;1151;100;2025-08-09
2249;6761;100006761;Sama;3508;Dollar Saver;3508;50;2025-05-27
2250;6788;100006788;Gold;2590;Equities;2590;50;2025-11-19
2251;6806;100006806;Growth;2593;Conservative;2593;75;2025-07-12
2252;6813;100006813;Sama;2496;Active;2496;75;2025-09-27
2253;6823;100006823;Dollar Saver;4805;Equities;4805;75;2024-12-02
2254;6825;100006825;Active;1045;Equities;1045;50;2025-05-23
2255;6827;100006827;EGX30 ETF;2063;Conservative;2063;50;2025-02-16
2256;6858;100006858;Money Market;819;Active;819;100;2024-03-07
2257;6878;100006878;Money Market;337;USD Growth Saver;337;75;2025-07-20
2258;6900;100006900;Growth;3829;Active;3829;50;2025-02-23
2259;6928;100006928;Equities;2215;Equities;2215;75;2025-12-07
2260;6947;100006947;Growth;198;Active;198;100;2024-08-10
2261;6965;100006965;Diversified;2730;USD Growth Saver;2730;50;2024-07-29
2262;6986;100006986;USD Growth Saver;3034;USD Growth Saver;3034;75;2024-04-23
2263;6999;100006999;Secure;2538;USD Growth Saver;2538;100;2025-10-08
2264;7012;100007012;Active;1669;Money Market;1669;25;2024-06-26
2265;7014;100007014;EGX30 ETF;442;Active;442;100;2024-08-15
2266;7022;100007022;USD AXA9;3245;Diversified;3245;50;2025-03-09
2267;7048;100007048;Equities;919;Dollar Saver;919;100;2024-09-06
2268;7053;100007053;Conservative;979;EGP AXA10;979;50;2024-05-01
2269;7092;100007092;Growth;3530;USD Growth Saver;3530;25;2024-10-03
2270;7122;100007122;Growth;3683;Dollar Saver;3683;75;2025-04-07
2271;7165;100007165;Conservative;4098;Al Safwa;4098;25;2025-12-08
2272;7176;100007176;Sama;2545;Sama;2545;25;2024-07-11
2273;7209;100007209;EGP AXA10;2184;Al Safwa;2184;25;2025-07-28
2274;7228;100007228;EGX30 ETF;4675;USD Growth Saver;4675;25;2024-04-14
2275;7231;100007231;Gold;816;Sama;816;25;2025-12-25
2276;7238;100007238;Dollar Saver;1785;Money Market;1785;50;2025-10-25
2277;7243;100007243;Dollar Saver;552;Secure;552;50;2024-05-01
2278;7247;100007247;Gold;3136;Secure;3136;100;2024-07-17
2279;7328;100007328;Secure;930;EGP AXA10;930;50;2024-03-01
2280;7399;100007399;Secure;1856;Conservative;1856;25;2024-06-16
2281;7445;100007445;Diversified;2429;EGX30 ETF;2429;100;2025-08-19
2282;7446;100007446;Active;3104;Secure;3104;50;2025-07-08
2283;7518;100007518;Secure;996;Conservative;996;100;2025-10-31
2284;7537;100007537;Secure;975;Secure;975;100;2025-02-27
2285;7557;100007557;Equities;1401;Sama;1401;50;2025-04-16
2286;7608;100007608;USD Growth Saver;394;Gold;394;100;2024-06-06
2287;7628;100007628;EGP AXA10;1414;USD AXA9;1414;50;2025-10-01
2288;7675;100007675;Sama;1685;Diversified;1685;50;2025-06-06
2289;7683;100007683;Diversified;2092;USD Growth Saver;2092;25;2024-12-28
2290;7725;100007725;USD Growth Saver;5279;Conservative;5279;75;2025-11-25
2291;7734;100007734;USD Growth Saver;1440;Conservative;1440;25;2024-04-16
2292;7746;100007746;Conservative;2035;Growth;2035;50;2025-05-30
2293;7829;100007829;EGX30 ETF;4101;Gold;4101;75;2025-04-27
2294;7872;100007872;Secure;4343;Dollar Saver;4343;50;2025-08-15
2295;7878;100007878;EGX30 ETF;1456;USD AXA9;1456;50;2025-03-08
2296;7952;100007952;Gold;793;USD AXA9;793;100;2025-04-21
2297;7961;100007961;Diversified;2880;Money Market;2880;100;2025-03-20
2298;7980;100007980;Gold;1726;Equities;1726;25;2025-12-18
2299;7996;100007996;Gold;1156;Al Safwa;1156;25;2025-07-27
2300;8050;100008050;EGX30 ETF;1051;Secure;1051;50;2025-09-19
2301;8052;100008052;Equities;3252;Diversified;3252;100;2025-01-01
2302;8098;100008098;Money Market;1793;Equities;1793;100;2025-10-11
2303;8115;100008115;EGX30 ETF;1516;Diversified;1516;75;2024-12-23
2304;8130;100008130;Conservative;1320;EGX30 ETF;1320;25;2024-07-17
2305;8148;100008148;Diversified;2086;Sama;2086;100;2024-09-23
2306;8224;100008224;Al Safwa;814;Al Safwa;814;100;2024-03-26
2307;8252;100008252;Diversified;3968;Sama;3968;50;2025-04-21
2308;8265;100008265;Equities;3455;EGX30 ETF;3455;50;2024-09-13
2309;8272;100008272;Equities;5482;Equities;5482;25;2024-11-06
2310;8288;100008288;Sama;1743;EGP AXA10;1743;25;2025-02-22
2311;8351;100008351;Active;374;Diversified;374;100;2024-04-15
2312;8373;100008373;Diversified;2141;Secure;2141;25;2024-02-07
2313;8417;100008417;Conservative;218;Conservative;218;25;2025-09-19
2314;8454;100008454;Secure;2906;USD Growth Saver;2906;50;2024-05-03
2315;8458;100008458;EGP AXA10;1184;Al Safwa;1184;75;2025-09-26
2316;8463;100008463;EGX30 ETF;743;Secure;743;25;2025-07-21
2317;8499;100008499;Sama;3628;Equities;3628;100;2025-05-21
2318;8510;100008510;Secure;1052;Gold;1052;50;2025-10-12
2319;8522;100008522;EGP AXA10;419;EGP AXA10;419;50;2024-07-05
2320;8539;100008539;Gold;889;EGP AXA10;889;100;2024-05-13
2321;8543;100008543;Gold;1394;Equities;1394;50;2025-10-03
2322;8547;100008547;Active;3311;Sama;3311;75;2024-12-28
2323;8565;100008565;Active;810;Growth;810;50;2024-11-05
2324;8567;100008567;Sama;1493;Dollar Saver;1493;25;2024-02-23
2325;8588;100008588;EGP AXA10;4274;EGP AXA10;4274;25;2025-08-21
2326;8610;100008610;Gold;2086;Conservative;2086;100;2025-05-16
2327;8657;100008657;USD AXA9;3619;Al Safwa;3619;100;2024-03-20
2328;8674;100008674;Secure;1755;Growth;1755;100;2025-11-27
2329;8677;100008677;Diversified;2781;Growth;2781;75;2024-07-10
2330;8679;100008679;EGP AXA10;3886;Gold;3886;75;2025-07-10
2331;8680;100008680;EGX30 ETF;1472;Secure;1472;75;2024-02-01
2332;8686;100008686;Al Safwa;1843;Growth;1843;25;2025-05-08
2333;8695;100008695;Diversified;2253;EGP AXA10;2253;25;2025-10-23
2334;8737;100008737;Money Market;6878;Dollar Saver;6878;75;2025-03-03
2335;8769;100008769;Sama;768;Active;768;50;2025-05-01
2336;8790;100008790;Money Market;416;Active;416;25;2024-06-26
2337;8807;100008807;Secure;951;EGP AXA10;951;75;2025-11-22
2338;8827;100008827;USD AXA9;2980;Secure;2980;100;2025-06-28
2339;8849;100008849;Gold;1273;Equities;1273;75;2025-05-13
2340;8850;100008850;Diversified;873;USD AXA9;873;50;2024-12-31
2341;8856;100008856;USD Growth Saver;4154;EGP AXA10;4154;100;2024-09-21
2342;8941;100008941;Equities;824;Equities;824;75;2024-05-18
2343;8947;100008947;Active;5439;USD Growth Saver;5439;100;2024-07-04
2344;8986;100008986;USD Growth Saver;625;Sama;625;100;2025-10-07
2345;9009;100009009;EGX30 ETF;1510;Diversified;1510;25;2024-12-05
2346;9012;100009012;Secure;2403;Money Market;2403;100;2025-09-04
2347;9044;100009044;Growth;2439;Active;2439;100;2024-09-15
2348;9045;100009045;EGX30 ETF;1231;Equities;1231;50;2024-11-17
2349;9064;100009064;EGX30 ETF;1398;Active;1398;75;2025-01-13
2350;9072;100009072;EGP AXA10;1159;Growth;1159;50;2025-01-02
2351;9081;100009081;Money Market;2528;Diversified;2528;75;2025-10-28
2352;9091;100009091;Money Market;1936;Active;1936;50;2024-10-31
2353;9139;100009139;Sama;2932;EGP AXA10;2932;25;2025-05-07
2354;9157;100009157;USD Growth Saver;4025;USD Growth Saver;4025;25;2025-07-09
2355;9164;100009164;Conservative;2872;Al Safwa;2872;25;2024-06-16
2356;9189;100009189;Gold;2205;EGP AXA10;2205;75;2024-05-15
2357;9203;100009203;Sama;353;EGP AXA10;353;50;2025-10-25
2358;9206;100009206;Conservative;745;Al Safwa;745;75;2025-09-17
2359;9278;100009278;Money Market;4625;Gold;4625;50;2025-02-27
2360;9280;100009280;EGX30 ETF;500;USD Growth Saver;500;75;2024-10-16
2361;9283;100009283;Money Market;1398;Growth;1398;50;2024-11-01
2362;9339;100009339;USD Growth Saver;2448;Money Market;2448;50;2025-12-13
2363;9358;100009358;Al Safwa;1797;Sama;1797;75;2025-05-26
2364;9393;100009393;Growth;3419;EGP AXA10;3419;100;2025-04-24
2365;9399;100009399;Money Market;293;USD AXA9;293;25;2025-04-08
2366;9407;100009407;Equities;1536;Active;1536;25;2024-06-12
2367;9414;100009414;Conservative;4182;EGP AXA10;4182;75;2024-03-24
2368;9416;100009416;EGP AXA10;3533;Growth;3533;25;2025-08-04
2369;9431;100009431;USD Growth Saver;3485;Equities;3485;75;2025-12-20
2370;9434;100009434;Secure;2352;Active;2352;25;2024-08-04
2371;9437;100009437;Dollar Saver;2060;Dollar Saver;2060;75;2024-10-02
2372;9447;100009447;Conservative;3678;Gold;3678;75;2025-02-25
2373;9480;100009480;Al Safwa;403;Diversified;403;100;2024-04-18
2374;9482;100009482;Sama;871;USD Growth Saver;871;75;2024-09-22
2375;9503;100009503;Dollar Saver;2574;EGP AXA10;2574;50;2024-12-03
2376;9522;100009522;Gold;3051;Conservative;3051;75;2025-09-30
2377;9523;100009523;USD Growth Saver;1253;Al Safwa;1253;75;2024-07-24
2378;9533;100009533;Sama;595;Growth;595;50;2025-04-19
